HGNC	entrez_id
CFTR	1080
CHCHD10	400916
CHCHD2	51142
CHD7	55636
CHEK2	11200
CHIC2	26511
CHM	1121
CHMP1A	5119
CHMP2B	25978
CHN1	1123
CHRNA1	1134
CHST6	4166
CISH	1154
CLCF1	23529
CLCN2	1181
CLCNKB	1188
CLEC7A	64581
CLN5	1203
CLN6	54982
CLPP	8192
CLRN1	7401
CNBP	7555
CNGA1	1259
CNGB3	54714
COL1A2	1278
COL2A1	1280
COL4A6	1288
COL6A1	1291
COL6A2	1292
COL6A3	1293
COL7A1	1294
COL8A2	1296
COQ2	27235
CORIN	10699
COX10	1352
COX14	84987
COX20	116228
COX6B1	1340
COX8A	1351
CP	1356
CPA6	57094
CPOX	1371
CPS1	1373
CPT1C	126129
CPT2	1376
CR1	1378
CRB1	23418
CRTAP	10491
CRYAB	1410
CSF1R	1436
CSNK1D	1453
CSRP3	8048
CST3	1471
CTH	1491
CTHRC1	115908
CTLA4	1493
CTNNA1	1495
CTNNB1	1499
CTNS	1497
CTSA	5476
CTSD	1509
CTSF	8722
CTSK	1513
CUL3	8452
CYCS	54205
CYLD	1540
CYP19A1	1588
CYP1B1	1545
CYP21A2	1589
CYP4V2	285440
CYP7B1	9420
DAB1	1600
DACT1	51339
DARC	2532	from ACKR1
DCAF17	80067
DCTN1	1639
DDB2	1643
DDX41	51428
DEPDC5	9681
DES	1674
GSDME	1687
DGUOK	1716
DHDDS	79947
DHH	50846
DHTKD1	55526
DIABLO	56616
DIRC2	84925
DMD	1756
DMPK	1760
DMXL2	23312
DNA2	1763
DNAH1	25981
DNAJB6	10049
DNAJC5	80331
DNAJC6	9829
DNASE1	1773
DNM1L	10059
DNM2	1785
DNMT1	1786
DPP6	1804
DPY19L2	283417
DRD3	1814
DRD5	1816
DSG2	1829
DSPP	1834
DTNA	1837
DYSF	8291
EDA	1896
EEF2	1938
EFEMP1	2202
EHBP1	23301
EIF2AK4	440275
EIF2B1	1967
EIF2B2	8892
EIF2B3	8891
EIF2B4	8890
EIF2B5	8893
EIF4G1	1981
ELAC2	60528
ELANE	1991
ELN	2006
ELOVL4	6785
ELOVL5	60481
ENO3	2027
EPB41	2035
EPB42	2038
EPCAM	4072
EPOR	2057
ERBB4	2066
ERCC3	2071
ERCC4	2072
ERCC5	2073
ERCC6	2074
ERCC8	1161
ETFA	2108
ETFB	2109
ETFDH	2110
EXOSC2	23404
EXT1	2131
EYS	346007
F10	2159
F11	2160
F12	2161
F5	2153
F7	2155
FAH	2184
FAM161A	84140
FAM20A	54757
FAN1	22909
FASTKD2	22868
FAT2	2196
FBLN5	10516
FBN1	2200
FBN2	2201
FBXO38	81545
FCGR2A	2212
FCGR2B	2213
FCGR2C	9103
FCN3	8547
FDPS	2224
FGA	2243
FGB	2244
FGF14	2259
FGG	2266
FH	2271
FHL1	2273
FIG4	9896
FKRP	79147
FKTN	2218
FLAD1	80308
FLCN	201163
FLNC	2318
FMR1	2332
FN1	2335
FOXRED1	55572
FSCN2	25794
FSHB	2488
FSHR	2492
FTL	2512
FUS	2521
FXYD2	486
G6PD	2539
GAA	2548
GATA2	2624
GATA3	2625
GATA6	2627
GATAD1	57798
GBA	2629
GBE1	2632
GCDH	2639
GCK	2645
GCM2	9247
GDF6	392255
GIGYF2	26058
GJA5	2702
GJB2	2706
GK	2710
GLA	2717
GLB1	2720
GLIS2	84662
GLMN	11146
GLRX5	51218
GLUD1	2746
GLUD2	2747
GNA11	2767
GNAL	2774
GNAS	2778
GNB4	59345
GNE	10020
GP1BA	2811
GP1BB	2812
GP9	2815
GPD1L	23171
GPIHBP1	338328
GPR101	83550
ADGRG2	10149
GREB1L	80000
GRHL2	79977
GRM1	2911
GRN	2896
GSN	2934
GUCA1B	2979
GUCY2D	3000
GYG1	2992
GYPA	2993
GYPB	2994
GYPC	2995
HAMP	57817
HARS	3035	from HARS1
HBA1	3039
HBA2	3040
HBB	3043
HCN4	10021
HEXB	3074
HFE	3077
HJV	148738
HGD	3081
HGSNAT	138050
HIP1	3092
HK1	3098
HLA-B	3106
HLA-DQB1	3119
HLA-DRB1	3123
HMBS	3145
HMCN1	83872
HNF1A	6927
HNF1B	6928
HNF4A	3172
HNRNPA1	3178
HNRNPA2B1	3181
HNRPDL	9987	from HNRNPDL
HOGA1	112817
HOXB13	10481
HPRT1	3251
HPS1	3257
HSPB1	3315
HSPB8	26353
HSPD1	3329
HTRA1	5654
HTRA2	27429
HTT	3064
ICAM1	3383
CILK1	22858
ICOS	29851
IDH3B	3420
IFNG	3458
IFNGR1	3459
IFT140	9742
IFT172	26160
IKZF1	10320
IL10	3586
IL1B	3553
IL1RN	3557
IL31RA	133396
IL36RN	26525
IL6	3569
IMPDH1	3614
IMPG1	3617
IMPG2	50939
INF2	64423
INS	3630
INSR	3643
IRF3	3661
IRF8	3394
IRGM	345611
ITM2B	9445
ITPKC	80271
ITPR1	3708
JPH3	57338
KCNC3	3748
KCND3	3752
KCNE3	10008
KCNH2	3757
KCNJ11	3767
KCNJ2	3759
KCNK3	3777
KCNQ1	3784
KHDC3L	154288
KHK	3795
KIAA0196	9897	from WASHC5
KIF1B	23095
KIF5A	3798
KIT	3815
KLF11	8462
KLHDC8B	200942
KLHL3	26249
KLHL7	55975
KLLN	100144748
KRIT1	889
KRT16	3868
KRT17	3872
KRT6A	3853
KRT6B	3854
LAMA4	3910
LAMP2	3920
LARS2	23395
LBR	3930
LCAT	3931
LDB3	11155
LDHB	3945
LGI1	9211
LIM2	3982
LIPE	3991
LMAN1	3998
LMNA	4000
LMNB1	4001
LOX	4015
LOXHD1	125336
LPP	4026
LRAT	9227
LRRK2	120892
LTA	4049
LYZ	4069
LZTR1	8216
MAFA	389692
MAGT1	84061
MAK	4117
MANBA	4126
MAP3K1	4214
MAP3K7	6885
MAPKAPK3	7867
MAPT	4137
MARS	4141	from MARS1
MARS2	92935
MATR3	9782
MC1R	4157
MC3R	4159
MCCC1	56922
MCCC2	64087
MCFD2	90411
MED25	81857
MEN1	4221
MFAP5	8076
MFN2	9927
MFRP	83552
MFSD8	256471
MIB1	57534
MLF1	4291
MLH1	4292
MLH3	27030
MLLT10	8028
MME	4311
MMP19	4327
MN1	4330
MNX1	3110
MOCOS	55034
MPO	4353
MPZ	4359
MSH2	4436
MSH6	2956
MSMB	4477
MSR1	4481
MTAP	4507
MTHFR	4524
MTMR14	64419
MUC1	4582
MUC5B	727897
MVD	4597
MVK	4598
MXI1	4601
MYBPC3	4607
MYH11	4629
MYH2	4620
MYH6	4624
MYH7	4625
MYLK	4638
MYO3A	53904
MYO6	4646
MYO7A	4647
MYOC	4653
MYOT	9499
MYPN	84665
NAGA	4668
NAGLU	4669
NAGS	162417
NBN	4683
NDUFA1	4694
NDUFA11	126328
NDUFA13	51079
NDUFAF1	51103
NDUFAF2	91942
NDUFAF3	25915
NDUFAF4	29078
NDUFAF5	79133
NDUFB11	54539
NDUFB3	4709
NDUFB9	4715
NDUFS1	4719
NDUFS2	4720
NDUFS3	4722
NDUFS4	4724
NDUFS6	4726
NDUFV1	4723
NDUFV2	4729
NEFH	4744
NEK2	4751
NEK8	284086
NEUROD1	4760
NEXN	91624
NF2	4771
NFKB1	4790
NHP2	55651
NIPA1	123606
NKX2-1	7080
NLRP1	22861
NLRP12	91662
NLRP3	114548
NLRP7	199713
NOL3	8996
NOP10	55505
NOP56	10528
NOS2	4843
NOS3	4846
NOTCH3	4854
NPC1	4864
NPC2	10577
NPHP3	27031
NPHP4	261734
NPHS2	7827
NPPA	4878
NR0B1	190
NR2E3	10002
NR3C1	2908
NR5A1	2516
NRL	4901
NSD1	64324
NT5E	4907
NUBPL	80224
NUP205	23165
OPA1	4976
OPTN	10133
ORAI1	84876
OTC	5009
OTX2	5015
OVOL2	58495
P3H1	64175
PABPN1	8106
PALB2	79728
PALLD	23022
PRKN	5071
PARK7	11315
PARN	5073
PAX2	5076
PAX4	5078
PAX6	5080
PDCD10	11235
PDE6A	5145
PDE6B	5158
PDE6G	5148
PDE8B	8622
PDGFB	5155
PDX1	3651
PDYN	5173
PEPD	5184
PER2	8864
PET100	100131801
PEX1	5189
PEX7	5191
PFKM	5213
PFN1	5216
PGK1	5230
PHKA1	5255
PHYH	5264
PIGT	51604
PIK3CA	5290
PIKFYVE	200576
PINK1	65018
PKD1	5310
PKD2	5311
PLAU	5328
PLD3	23646
PLEKHG5	57449
PLK1S1	55857	from KIZ
PLN	5350
PMP22	5376
PMS2	5395
PMVK	10654
PNPLA2	57104
POFUT1	23509
POGLUT1	56983
POLD1	5424
POLE	5426
POLG	5428
POLG2	11232
POLH	5429
POT1	25913
POU4F3	5459
PPIB	5479
PPOX	5498
PPP2R2B	5521
PPT1	5538
PRCC	5546
PRCD	768206
PRDM16	63976
PRF1	5551
PRKAR1A	5573
PRKCG	5582
PRKCSH	5589
PRKG1	5592
PRLR	5618
PRNP	5621
PRODH	5625
PROM1	8842
PROP1	5626
PRPF3	9129
PRPF31	26121
PRPF4	9128
PRPF6	24148
PRPF8	10594
PRPH	5630
PRPH2	5961
PRPS1	5631
PRX	57716
PSAP	5660
PSEN1	5663
PSEN2	5664
PSMC3IP	29893
PSTPIP1	9051
PTCH1	5727
PTCH2	8643
PTEN	5728
PTH	5741
PTPN22	26191
PTPRQ	374462
PUM1	9698
RAB39B	116442
RAD51C	5889
RAD51D	5892
RANBP2	5903
RAX2	84839
RBM20	282996
RBM28	55131
RBP3	5949
REEP1	65055
RELN	5649
RGR	5995
RNASEH1	246243
RNASEL	6041
RNF139	11236
RNF170	81790
RNF213	57674
RNF216	54476
ROBO2	6092
RP1	6101
RP1L1	94137
RP2	6102
RP9	6100
RPGR	6103
RTEL1	51750
RUNX1	861
RYR1	6261
SAG	6295
SALL1	6299
SAMD9L	219285
SARDH	1757
SBDS	51119
SCN10A	6336
SCN1B	6324
SCN3B	55800
SCN5A	6331
SCO1	6341
SDHA	6389
SDHAF2	54949
SDHB	6390
SDHC	6391
SDHD	6392
SEC23B	10483
SEC63	11231
SELRC1	65260	from COA7
SEMA4A	64218
SEPTIN12	124404
SEPTIN9	10801
SERPINA1	5265
SERPINF1	5176
SERPING1	710
SERPINH1	871
SERPINI1	5274
SFTPA2	729238
SGCD	6444
SH3GL1	6455
SIX5	147912
SLC11A1	6556
SLC12A5	57468
SLC17A8	246213
SLC17A9	63910
SLC19A3	80704
SLC20A2	6575
SLC25A13	10165
SLC25A4	291
SLC26A8	116369
SLC33A1	9197
SLC34A1	6569
SLC34A2	10568
SLC36A2	153201
SLC40A1	30061
SLC44A4	80736
SLC4A1	6521
SLC4A11	83959
SLC52A1	55065
SLC52A3	113278
SLC5A2	6524
SLC6A17	388662
SLC6A19	340024
SLC6A2	6530
SLC6A20	54716
SLC9A3R1	9368
SMAD3	4088
SMAD4	4089
SMAD9	4093
SMARCB1	6598
SMARCE1	6605
SMCHD1	23347
SMN1	6606
SNCA	6622
SNCB	6620
SNRNP200	23020
SNRPB	6628
SOD1	6647
SOS1	6654
SP110	3431
SP7	121340
SPARC	6678
SPAST	6683
SPATA16	83893
SPATA7	55812
SPG11	80208
SPG21	51324
SPG7	6687
SPTA1	6708
SPTB	6710
SPTBN2	6712
SPTLC1	10558
SPTLC2	9517
SQSTM1	8878
SRY	6736
SSX1	6756
SSX2	6757
STK11	6794
STOX1	219736
STUB1	10273
SUFU	51684
SUGCT	79783
SYNE1	23345
SYT14	255928
TACO1	51204
TAF1	6872
TARDBP	23435
TBK1	29110
TBP	6908
TBX18	9096
TCF4	6925
TEK	7010
TENM4	26011
TERC	7012
TERT	7015
TFG	10342
TFR2	7036
TGFB1	7040
TGFB2	7042
TGFB3	7043
TGFBI	7045
TGFBR1	7046
TGFBR2	7048
TGM6	343641
THBD	7056
THPO	7066
TIA1	7072
TICAM1	148022
TIMMDC1	51300
TIMP3	7078
TINF2	26277
TIRAP	114609
TK2	7084
TLR1	7096
TLR2	7097
TLR5	7100
TMC1	117531
TMC6	11322
TMC8	147138
TMEM126A	84233
TMEM126B	55863
TMEM240	339453
TMEM38B	55151
TMEM43	79188
TNC	3371
TNF	7124
TNFRSF13C	115650
TNFRSF1A	7132
TNNC1	7134
TNNI3	7137
TNNI3K	51086
TNNT2	7139
TNPO3	23534
TOPORS	10210
TP53	7157
TPM1	7168
TRAF3	7187
TREM2	54209
TREX1	11277
TRH	7200
TRPC3	7222
TRPC6	7225
TRPM4	54795
TRPV4	59341
TSC1	7248
TSC2	7249
TTBK2	146057
TTC19	54902
TTC21B	79809
TTC8	123016
TTN	7273
TTPA	7274
TTR	7276
TUB	7275
TUBA4A	7277
TUBB4A	10382
TULP1	7287
TYMP	1890
TYR	7299
TYROBP	7305
UBIAD1	29914
UBQLN2	29978
UCHL1	7345
UMOD	7369
UNC119	9094
UNC45B	146862
UNC93B1	81622
UROD	7389
USH1C	10083
USH2A	7399
USP9Y	8287
VAPB	9217
VCL	7414
VCP	7415
VHL	7428
VMA21	203547
VPS13A	23230
VPS35	55737
VWA3B	200403
VWF	7450
WDR19	57728
WDR52	55779	from CFAP44
WDR96	80217	from CFAP43
WFS1	7466
WNT1	7471
WRAP53	55135
WRN	7486
XIAP	331
XK	7504
XPA	7507
XPNPEP2	7512
XPR1	9213
XRCC3	7517
XYLT1	64131
XYLT2	64132
YARS	8565	from YARS1
ZEB1	6935
ZFYVE27	118813
ZNF408	79797
ZNF513	130557
ZNF687	57592
ZP1	22917
ZP3	7784
